step,train_loss,val_loss,lr,grad_norm,elapsed_s,tokens
1012,3.604045,,0.00219854,0.452090,4226.4,4149248
1013,3.759136,,0.00219690,0.464047,4228.1,4153344
1014,3.562488,,0.00219524,0.434146,4229.9,4157440
1015,3.654589,,0.00219359,0.446783,4231.8,4161536
1016,3.586562,,0.00219194,0.474082,4233.3,4165632
1017,3.661702,,0.00219029,0.453444,4234.9,4169728
1018,3.697883,,0.00218863,0.418210,4236.6,4173824
1019,3.652988,,0.00218698,0.437573,4238.5,4177920
1020,3.555484,,0.00218532,0.440370,4240.0,4182016
1021,3.584022,,0.00218366,0.430740,4242.5,4186112
1022,3.470356,,0.00218201,0.446206,4244.3,4190208
1023,3.722213,,0.00218035,0.465552,4246.1,4194304
1024,3.509246,,0.00217869,0.447081,4247.7,4198400
1025,3.607372,,0.00217703,0.417586,4249.1,4202496
1026,3.662099,,0.00217536,0.461367,4250.4,4206592
1027,3.611410,,0.00217370,0.494589,4252.1,4210688
1028,3.618575,,0.00217204,0.416628,4253.4,4214784
1029,3.696527,,0.00217037,0.547294,4254.7,4218880
1030,3.587334,,0.00216871,0.454515,4256.0,4222976
1031,3.686642,,0.00216704,0.490308,4257.6,4227072
1032,3.617107,,0.00216537,0.505308,4260.2,4231168
1033,3.681034,,0.00216370,0.449345,4262.4,4235264
1034,3.646271,,0.00216203,0.490851,4265.8,4239360
1035,3.644214,,0.00216036,0.447572,4268.5,4243456
1036,3.662534,,0.00215869,0.447031,4270.2,4247552
1037,3.632638,,0.00215702,0.420909,4271.8,4251648
1038,3.684534,,0.00215535,0.442116,4273.2,4255744
1039,3.597113,,0.00215367,0.432491,4274.8,4259840
1040,3.558810,,0.00215200,0.476955,4276.2,4263936
1041,3.682831,,0.00215032,0.452148,4277.7,4268032
1042,3.529562,,0.00214865,0.456062,4279.0,4272128
1043,3.695024,,0.00214697,0.447886,4280.7,4276224
1044,3.674478,,0.00214529,0.415270,4282.2,4280320
1045,3.634712,,0.00214361,0.445117,4283.8,4284416
1046,3.640703,,0.00214193,0.461526,4285.6,4288512
1047,3.746401,,0.00214025,0.465051,4287.3,4292608
1048,3.535823,,0.00213857,0.446626,4289.1,4296704
1049,3.596250,,0.00213688,0.449677,4291.0,4300800
1050,3.586085,3.819326,0.00213520,0.465165,4301.7,4304896
1051,3.671042,,0.00213352,0.434599,4303.0,4308992
1052,3.719763,,0.00213183,0.444047,4304.7,4313088
1053,3.544187,,0.00213014,0.432437,4305.9,4317184
1054,3.633418,,0.00212846,0.415143,4308.1,4321280
1055,3.699070,,0.00212677,0.452639,4310.9,4325376
1056,3.692789,,0.00212508,0.425458,4312.7,4329472
1057,3.694440,,0.00212339,0.456515,4314.5,4333568
1058,3.748866,,0.00212170,0.446947,4316.8,4337664
1059,3.730111,,0.00212001,0.441453,4318.7,4341760
1060,3.720171,,0.00211832,0.436460,4320.4,4345856
1061,3.596946,,0.00211662,0.466496,4321.9,4349952
1062,3.682330,,0.00211493,0.451438,4323.5,4354048
1063,3.616662,,0.00211323,0.418239,4325.2,4358144
1064,3.701953,,0.00211154,0.461475,4327.1,4362240
1065,3.607649,,0.00210984,0.456326,4328.6,4366336
1066,3.599151,,0.00210815,0.455947,4330.1,4370432
1067,3.625874,,0.00210645,0.453399,4331.7,4374528
1068,3.611476,,0.00210475,0.459998,4334.0,4378624
1069,3.623432,,0.00210305,0.428986,4335.5,4382720
1070,3.608335,,0.00210135,0.409785,4337.1,4386816
1071,3.614301,,0.00209965,0.477910,4338.6,4390912
1072,3.671116,,0.00209794,0.490566,4340.1,4395008
1073,3.667813,,0.00209624,0.462810,4341.6,4399104
1074,3.640551,,0.00209454,0.444489,4343.0,4403200
1075,3.591310,,0.00209283,0.484606,4344.7,4407296
1076,3.497100,,0.00209113,0.453864,4346.3,4411392
1077,3.619333,,0.00208942,0.428012,4347.8,4415488
1078,3.695237,,0.00208772,0.481462,4349.5,4419584
1079,3.668010,,0.00208601,0.452319,4351.7,4423680
1080,3.585197,,0.00208430,0.498629,4353.3,4427776
1081,3.693324,,0.00208259,0.471023,4355.5,4431872
1082,3.680236,,0.00208088,0.459079,4357.2,4435968
1083,3.690727,,0.00207917,0.439284,4358.9,4440064
1084,3.568983,,0.00207746,0.436388,4360.3,4444160
1085,3.638103,,0.00207575,0.436790,4362.1,4448256
1086,3.668075,,0.00207403,0.463525,4364.2,4452352
1087,3.551799,,0.00207232,0.460063,4366.6,4456448
1088,3.656956,,0.00207060,0.516783,4370.8,4460544
1089,3.565027,,0.00206889,0.455864,4373.1,4464640
1090,3.710428,,0.00206717,0.506020,4375.0,4468736
1091,3.553523,,0.00206546,0.440590,4376.8,4472832
1092,3.590351,,0.00206374,0.482402,4378.6,4476928
1093,3.593548,,0.00206202,0.495451,4380.2,4481024
1094,3.554674,,0.00206030,0.472990,4381.8,4485120
1095,3.682402,,0.00205858,0.445323,4383.6,4489216
1096,3.586085,,0.00205686,0.466990,4385.3,4493312
1097,3.653844,,0.00205514,0.508015,4386.9,4497408
1098,3.786388,,0.00205342,0.459177,4388.6,4501504
1099,3.582228,,0.00205170,0.461452,4390.2,4505600
1100,3.617857,3.828214,0.00204997,0.504034,4402.9,4509696
1101,3.595842,,0.00204825,0.480647,4404.7,4513792
1102,3.507822,,0.00204652,0.454734,4406.4,4517888
1103,3.465074,,0.00204480,0.482295,4408.2,4521984
1104,3.580778,,0.00204307,0.513845,4409.9,4526080
1105,3.681025,,0.00204134,0.469360,4411.6,4530176
1106,3.551963,,0.00203962,0.503532,4413.1,4534272
1107,3.647852,,0.00203789,0.463610,4414.8,4538368
1108,3.510447,,0.00203616,0.439974,4416.4,4542464
1109,3.674685,,0.00203443,0.461732,4418.0,4546560
1110,3.652403,,0.00203270,0.449941,4419.6,4550656
1111,3.588098,,0.00203097,0.465499,4421.3,4554752
1112,3.615517,,0.00202924,0.465992,4422.8,4558848
1113,3.673189,,0.00202750,0.422613,4424.4,4562944
1114,3.650647,,0.00202577,0.465266,4426.1,4567040
1115,3.538551,,0.00202404,0.428089,4428.1,4571136
1116,3.480198,,0.00202230,0.447247,4430.4,4575232
1117,3.566557,,0.00202057,0.433176,4432.3,4579328
1118,3.557559,,0.00201883,0.427690,4434.1,4583424
1119,3.657113,,0.00201710,0.460481,4435.9,4587520
1120,3.507833,,0.00201536,0.444936,4437.8,4591616
1121,3.619945,,0.00201362,0.430812,4439.7,4595712
1122,3.688092,,0.00201188,0.430645,4441.3,4599808
1123,3.520367,,0.00201014,0.451523,4443.1,4603904
1124,3.583338,,0.00200840,0.413022,4444.6,4608000
1125,3.532965,,0.00200666,0.450478,4447.2,4612096
1126,3.645045,,0.00200492,0.452982,4449.6,4616192
1127,3.618953,,0.00200318,0.437618,4452.0,4620288
1128,3.594242,,0.00200144,0.472396,4454.2,4624384
1129,3.646213,,0.00199970,0.453839,4456.4,4628480
1130,3.631039,,0.00199795,0.447195,4458.2,4632576
1131,3.658741,,0.00199621,0.429173,4459.9,4636672
1132,3.617073,,0.00199446,0.502485,4461.7,4640768
1133,3.647670,,0.00199272,0.478570,4463.3,4644864
1134,3.510494,,0.00199097,0.454102,4465.0,4648960
1135,3.540626,,0.00198923,0.463774,4466.5,4653056
1136,3.592083,,0.00198748,0.462578,4468.3,4657152
1137,3.506665,,0.00198573,0.449848,4469.9,4661248
1138,3.551947,,0.00198398,0.471059,4471.6,4665344
1139,3.645339,,0.00198223,0.431056,4473.5,4669440
1140,3.652100,,0.00198048,0.454169,4475.4,4673536
1141,3.596447,,0.00197873,0.534115,4477.4,4677632
1142,3.506651,,0.00197698,0.461763,4479.1,4681728
1143,3.633347,,0.00197523,0.462244,4480.8,4685824
1144,3.556001,,0.00197348,0.464586,4482.4,4689920
1145,3.653048,,0.00197173,0.460805,4484.1,4694016
1146,3.750507,,0.00196998,0.427520,4486.2,4698112
1147,3.648701,,0.00196822,0.430266,4488.3,4702208
1148,3.606371,,0.00196647,0.487421,4490.2,4706304
1149,3.582085,,0.00196471,0.454116,4492.1,4710400
1150,3.453979,3.767944,0.00196296,0.456613,4503.4,4714496
1151,3.639953,,0.00196120,0.455699,4505.0,4718592
1152,3.534881,,0.00195944,0.434961,4506.7,4722688
1153,3.607657,,0.00195769,0.435335,4508.4,4726784
1154,3.609782,,0.00195593,0.478713,4510.0,4730880
1155,3.624248,,0.00195417,0.460472,4512.0,4734976
1156,3.628018,,0.00195241,0.507664,4513.5,4739072
1157,3.424888,,0.00195065,0.446293,4515.1,4743168
1158,3.611040,,0.00194889,0.431023,4516.7,4747264
1159,3.620861,,0.00194713,0.454953,4518.2,4751360
1160,3.565967,,0.00194537,0.450750,4519.7,4755456
1161,3.656641,,0.00194361,0.431188,4521.3,4759552
1162,3.575449,,0.00194185,0.430197,4523.1,4763648
1163,3.660066,,0.00194009,0.475781,4524.6,4767744
1164,3.689335,,0.00193833,0.466641,4526.1,4771840
1165,3.598086,,0.00193656,0.516179,4527.6,4775936
1166,3.448428,,0.00193480,0.463594,4529.3,4780032
1167,3.498992,,0.00193303,0.465305,4530.8,4784128
1168,3.664217,,0.00193127,0.468900,4532.3,4788224
1169,3.572832,,0.00192950,0.422297,4533.9,4792320
1170,3.500026,,0.00192774,0.478707,4535.6,4796416
1171,3.634679,,0.00192597,0.515181,4537.3,4800512
1172,3.621891,,0.00192420,0.449914,4539.0,4804608
1173,3.639151,,0.00192244,0.462234,4540.6,4808704
1174,3.616739,,0.00192067,0.498801,4542.2,4812800
1175,3.585930,,0.00191890,0.470876,4543.8,4816896
1176,3.484993,,0.00191713,0.493000,4545.4,4820992
1177,3.518407,,0.00191536,0.472053,4547.0,4825088
1178,3.633436,,0.00191359,0.448346,4548.5,4829184
1179,3.621031,,0.00191182,0.465963,4550.1,4833280
1180,3.693916,,0.00191005,0.455159,4551.7,4837376
1181,3.606411,,0.00190828,0.441587,4553.3,4841472
1182,3.623179,,0.00190651,0.442230,4554.8,4845568
1183,3.549447,,0.00190474,0.475073,4556.3,4849664
1184,3.541904,,0.00190296,0.477906,4557.9,4853760
1185,3.631217,,0.00190119,0.464789,4559.6,4857856
1186,3.577165,,0.00189942,0.444420,4561.2,4861952
1187,3.620465,,0.00189764,0.446213,4562.8,4866048
1188,3.561258,,0.00189587,0.503351,4564.3,4870144
1189,3.571584,,0.00189410,0.471095,4565.8,4874240
1190,3.714443,,0.00189232,0.469554,4567.3,4878336
1191,3.609696,,0.00189054,0.551831,4568.9,4882432
1192,3.563281,,0.00188877,0.465594,4570.4,4886528
1193,3.612880,,0.00188699,0.457109,4571.9,4890624
1194,3.599474,,0.00188521,0.455029,4573.5,4894720
1195,3.621260,,0.00188344,0.460057,4575.0,4898816
1196,3.682851,,0.00188166,0.518878,4576.5,4902912
1197,3.630970,,0.00187988,0.430275,4578.0,4907008
1198,3.645799,,0.00187810,0.456528,4579.6,4911104
1199,3.557987,,0.00187632,0.469062,4581.1,4915200
1200,3.693406,3.767815,0.00187454,0.458416,4591.9,4919296
1201,3.662811,,0.00187276,0.423642,4593.4,4923392
1202,3.544005,,0.00187098,0.436605,4594.9,4927488
1203,3.583689,,0.00186920,0.450359,4596.5,4931584
1204,3.637004,,0.00186742,0.453690,4598.1,4935680
1205,3.620765,,0.00186564,0.420658,4599.6,4939776
1206,3.513862,,0.00186386,0.437556,4601.2,4943872
1207,3.752252,,0.00186208,0.455518,4602.7,4947968
1208,3.540930,,0.00186030,0.464142,4604.4,4952064
1209,3.506189,,0.00185851,0.444194,4605.9,4956160
1210,3.437648,,0.00185673,0.414793,4607.5,4960256
1211,3.495818,,0.00185495,0.423586,4609.0,4964352
1212,3.559841,,0.00185316,0.476738,4610.5,4968448
1213,3.588770,,0.00185138,0.451641,4612.1,4972544
1214,3.625132,,0.00184959,0.475814,4613.7,4976640
1215,3.428145,,0.00184781,0.474487,4615.3,4980736
1216,3.600282,,0.00184602,0.468753,4616.8,4984832
1217,3.458294,,0.00184424,0.431993,4618.3,4988928
1218,3.511807,,0.00184245,0.441765,4619.9,4993024
1219,3.526896,,0.00184066,0.490895,4622.0,4997120
1220,3.567904,,0.00183888,0.447053,4623.8,5001216
1221,3.489507,,0.00183709,0.450367,4625.4,5005312
1222,3.534736,,0.00183530,0.454201,4627.1,5009408
1223,3.478501,,0.00183351,0.428554,4628.7,5013504
1224,3.468948,,0.00183173,0.480858,4630.3,5017600
1225,3.579632,,0.00182994,0.448698,4632.2,5021696
1226,3.517826,,0.00182815,0.487249,4633.8,5025792
1227,3.605072,,0.00182636,0.454037,4635.4,5029888
1228,3.534242,,0.00182457,0.419626,4637.0,5033984
1229,3.511672,,0.00182278,0.464239,4638.6,5038080
1230,3.552760,,0.00182099,0.451537,4640.2,5042176
1231,3.510061,,0.00181920,0.435380,4641.7,5046272
1232,3.572062,,0.00181741,0.458057,4643.2,5050368
1233,3.512566,,0.00181562,0.441966,4644.8,5054464
1234,3.647477,,0.00181383,0.424377,4646.4,5058560
1235,3.497370,,0.00181204,0.470084,4647.9,5062656
1236,3.642978,,0.00181024,0.455104,4649.5,5066752
1237,3.559695,,0.00180845,0.456182,4651.2,5070848
1238,3.564744,,0.00180666,0.457843,4652.7,5074944
1239,3.441943,,0.00180487,0.474127,4654.3,5079040
1240,3.562837,,0.00180307,0.445146,4656.3,5083136
1241,3.656965,,0.00180128,0.472157,4658.0,5087232
1242,3.606215,,0.00179949,0.446816,4660.1,5091328
1243,3.567397,,0.00179769,0.432964,4661.9,5095424
1244,3.670765,,0.00179590,0.440598,4663.8,5099520
1245,3.577879,,0.00179410,0.466456,4665.7,5103616
1246,3.707969,,0.00179231,0.436115,4667.4,5107712
1247,3.590773,,0.00179052,0.430451,4669.0,5111808
1248,3.584680,,0.00178872,0.467716,4670.6,5115904
1249,3.618867,,0.00178692,0.467516,4672.1,5120000
1250,3.727133,3.759323,0.00178513,0.444163,4683.4,5124096
1251,3.582369,,0.00178333,0.429710,4687.3,5128192
1252,3.549550,,0.00178154,0.440445,4689.0,5132288
1253,3.519397,,0.00177974,0.437013,4690.7,5136384
1254,3.394320,,0.00177794,0.461817,4692.3,5140480
1255,3.474629,,0.00177615,0.469030,4693.8,5144576
1256,3.521245,,0.00177435,0.472251,4695.4,5148672
1257,3.598684,,0.00177255,0.459045,4696.9,5152768
1258,3.554867,,0.00177076,0.433531,4698.5,5156864
1259,3.466048,,0.00176896,0.443982,4700.0,5160960
1260,3.430396,,0.00176716,0.455656,4701.6,5165056
1261,3.652398,,0.00176536,0.467537,4703.1,5169152
1262,3.594942,,0.00176356,0.472798,4704.6,5173248
1263,3.537297,,0.00176177,0.461432,4706.2,5177344
1264,3.447680,,0.00175997,0.481957,4707.8,5181440
1265,3.497791,,0.00175817,0.517550,4709.3,5185536
1266,3.453078,,0.00175637,0.448111,4710.8,5189632
1267,3.565336,,0.00175457,0.452509,4712.4,5193728
1268,3.704215,,0.00175277,0.455751,4713.9,5197824
1269,3.489192,,0.00175097,0.476847,4715.5,5201920
1270,3.574979,,0.00174917,0.446488,4717.1,5206016
1271,3.671740,,0.00174737,0.436007,4718.6,5210112
1272,3.549341,,0.00174557,0.454443,4720.1,5214208
1273,3.582232,,0.00174377,0.436733,4721.7,5218304
1274,3.547124,,0.00174197,0.439474,4723.3,5222400
1275,3.550857,,0.00174017,0.452022,4724.8,5226496
1276,3.574572,,0.00173837,0.440205,4726.3,5230592
1277,3.532281,,0.00173657,0.435924,4727.9,5234688
1278,3.563631,,0.00173477,0.459114,4729.4,5238784
1279,3.604702,,0.00173297,0.459068,4730.9,5242880
1280,3.624186,,0.00173116,0.459557,4732.4,5246976
1281,3.530098,,0.00172936,0.464926,4734.2,5251072
1282,3.504292,,0.00172756,0.453604,4735.8,5255168
1283,3.492926,,0.00172576,0.457242,4737.3,5259264
1284,3.541413,,0.00172396,0.490061,4738.8,5263360
1285,3.526291,,0.00172216,0.502083,4740.4,5267456
1286,3.617424,,0.00172035,0.432184,4742.1,5271552
1287,3.606949,,0.00171855,0.464549,4743.8,5275648
1288,3.543487,,0.00171675,0.466732,4745.4,5279744
1289,3.520899,,0.00171495,0.436541,4747.1,5283840
1290,3.568097,,0.00171314,0.487319,4748.7,5287936
1291,3.507236,,0.00171134,0.463731,4750.4,5292032
1292,3.635848,,0.00170954,0.460819,4751.8,5296128
1293,3.516887,,0.00170773,0.478929,4753.4,5300224
1294,3.526906,,0.00170593,0.491573,4754.9,5304320
1295,3.494516,,0.00170413,0.459728,4756.4,5308416
1296,3.580120,,0.00170232,0.421540,4757.9,5312512
1297,3.492617,,0.00170052,0.493753,4759.3,5316608
1298,3.546401,,0.00169872,0.460427,4760.9,5320704
1299,3.540935,,0.00169691,0.455429,4762.5,5324800
1300,3.448602,3.751144,0.00169511,0.451518,4773.9,5328896
1301,3.548169,,0.00169331,0.546008,4775.5,5332992
1302,3.491843,,0.00169150,0.499145,4777.1,5337088
1303,3.549444,,0.00168970,0.462358,4778.8,5341184
1304,3.595229,,0.00168789,0.478811,4780.3,5345280
1305,3.632852,,0.00168609,0.450495,4782.0,5349376
1306,3.621494,,0.00168429,0.451400,4783.8,5353472
1307,3.622517,,0.00168248,0.473562,4785.3,5357568
1308,3.548961,,0.00168068,0.507427,4787.1,5361664
1309,3.551583,,0.00167887,0.470753,4789.0,5365760
1310,3.293112,,0.00167707,0.482439,4790.6,5369856
1311,3.514461,,0.00167526,0.452530,4792.1,5373952
1312,3.427481,,0.00167346,0.498439,4794.2,5378048
1313,3.595149,,0.00167166,0.501530,4795.9,5382144
1314,3.510265,,0.00166985,0.449442,4797.6,5386240
1315,3.578495,,0.00166805,0.468430,4799.2,5390336
1316,3.580925,,0.00166624,0.468839,4800.8,5394432
1317,3.550290,,0.00166444,0.463041,4802.4,5398528
1318,3.535786,,0.00166263,0.482128,4804.0,5402624
1319,3.501005,,0.00166083,0.500618,4805.5,5406720
1320,3.487748,,0.00165902,0.480577,4807.0,5410816
1321,3.667548,,0.00165722,0.441698,4808.7,5414912
1322,3.485375,,0.00165541,0.439934,4810.3,5419008
1323,3.593796,,0.00165361,0.483556,4811.9,5423104
1324,3.627389,,0.00165180,0.453737,4813.5,5427200
1325,3.458339,,0.00165000,0.450879,4815.1,5431296
1326,3.564662,,0.00164820,0.463204,4816.7,5435392
1327,3.539616,,0.00164639,0.473403,4818.4,5439488
1328,3.504759,,0.00164459,0.540079,4820.0,5443584
1329,3.499984,,0.00164278,0.466777,4821.6,5447680
1330,3.525733,,0.00164098,0.436724,4823.1,5451776
1331,3.457974,,0.00163917,0.467704,4824.8,5455872
1332,3.454363,,0.00163737,0.548167,4826.3,5459968
1333,3.624077,,0.00163556,0.495225,4827.9,5464064
1334,3.490016,,0.00163376,0.471976,4829.4,5468160
1335,3.635043,,0.00163195,0.513562,4831.0,5472256
1336,3.624674,,0.00163015,0.431876,4832.6,5476352
1337,3.529690,,0.00162834,0.448873,4834.1,5480448
1338,3.540129,,0.00162654,0.503666,4835.6,5484544
1339,3.471037,,0.00162474,0.463407,4837.2,5488640
1340,3.504336,,0.00162293,0.467831,4838.8,5492736
1341,3.476052,,0.00162113,0.483219,4840.3,5496832
1342,3.546649,,0.00161932,0.508127,4841.9,5500928
1343,3.639343,,0.00161752,0.494800,4843.5,5505024
1344,3.456841,,0.00161571,0.492000,4845.2,5509120
1345,3.463222,,0.00161391,0.451391,4846.8,5513216
1346,3.498272,,0.00161211,0.475320,4848.4,5517312
1347,3.490454,,0.00161030,0.463803,4850.0,5521408
1348,3.523225,,0.00160850,0.455138,4851.6,5525504
1349,3.509984,,0.00160669,0.474080,4853.1,5529600
1350,3.595434,3.744109,0.00160489,0.467007,4864.0,5533696
1351,3.557772,,0.00160309,0.452569,4865.6,5537792
1352,3.527655,,0.00160128,0.453622,4867.2,5541888
1353,3.578777,,0.00159948,0.489396,4869.1,5545984
1354,3.469788,,0.00159768,0.477162,4870.8,5550080
1355,3.483228,,0.00159587,0.450881,4872.6,5554176
1356,3.454934,,0.00159407,0.440695,4874.2,5558272
1357,3.484299,,0.00159227,0.466678,4875.7,5562368
1358,3.628235,,0.00159046,0.454120,4877.2,5566464
1359,3.590441,,0.00158866,0.451309,4878.7,5570560
1360,3.542767,,0.00158686,0.479907,4880.3,5574656
1361,3.491729,,0.00158505,0.442723,4881.8,5578752
1362,3.536572,,0.00158325,0.471471,4883.3,5582848
1363,3.601013,,0.00158145,0.437412,4885.3,5586944
1364,3.439422,,0.00157965,0.445523,4887.0,5591040
1365,3.634837,,0.00157784,0.463659,4889.0,5595136
1366,3.535185,,0.00157604,0.473732,4890.7,5599232
1367,3.565851,,0.00157424,0.455769,4892.3,5603328
1368,3.410312,,0.00157244,0.443120,4893.9,5607424
1369,3.432538,,0.00157064,0.441652,4895.6,5611520
1370,3.474308,,0.00156884,0.458228,4897.1,5615616
1371,3.482173,,0.00156703,0.442330,4898.8,5619712
1372,3.523072,,0.00156523,0.438212,4900.3,5623808
1373,3.465856,,0.00156343,0.441443,4901.8,5627904
1374,3.467324,,0.00156163,0.493058,4903.4,5632000
1375,3.570773,,0.00155983,0.485477,4904.9,5636096
1376,3.520480,,0.00155803,0.431831,4906.4,5640192
1377,3.543317,,0.00155623,0.455544,4907.8,5644288
1378,3.514733,,0.00155443,0.448104,4909.3,5648384
1379,3.486738,,0.00155263,0.492624,4910.9,5652480
1380,3.547221,,0.00155083,0.478281,4912.5,5656576
1381,3.483423,,0.00154903,0.449699,4914.0,5660672
1382,3.433249,,0.00154723,0.458946,4915.6,5664768
1383,3.456660,,0.00154543,0.482182,4917.2,5668864
1384,3.439238,,0.00154363,0.461002,4918.7,5672960
1385,3.604434,,0.00154183,0.464243,4920.2,5677056
1386,3.480720,,0.00154003,0.475228,4921.7,5681152
1387,3.514632,,0.00153823,0.467099,4923.2,5685248
1388,3.422379,,0.00153644,0.449504,4924.7,5689344
1389,3.499592,,0.00153464,0.470849,4926.2,5693440
1390,3.547674,,0.00153284,0.468486,4927.8,5697536
1391,3.479010,,0.00153104,0.480776,4929.8,5701632
1392,3.636902,,0.00152924,0.483215,4931.3,5705728
1393,3.494148,,0.00152745,0.448853,4932.9,5709824
1394,3.568892,,0.00152565,0.444990,4934.5,5713920
1395,3.462243,,0.00152385,0.458507,4936.2,5718016
1396,3.402421,,0.00152206,0.460637,4937.7,5722112
1397,3.589037,,0.00152026,0.461774,4939.2,5726208
1398,3.602948,,0.00151846,0.484618,4940.8,5730304
1399,3.546990,,0.00151667,0.457863,4942.3,5734400
1400,3.473699,3.724209,0.00151487,0.434734,4952.7,5738496
1401,3.598976,,0.00151308,0.449670,4954.2,5742592
1402,3.555817,,0.00151128,0.467459,4955.7,5746688
1403,3.477968,,0.00150948,0.452476,4957.2,5750784
1404,3.537977,,0.00150769,0.468806,4958.9,5754880
1405,3.487029,,0.00150590,0.445454,4960.5,5758976
1406,3.463835,,0.00150410,0.503801,4962.0,5763072
1407,3.471522,,0.00150231,0.443998,4963.6,5767168
1408,3.468589,,0.00150051,0.462519,4965.0,5771264
1409,3.515645,,0.00149872,0.460634,4966.5,5775360
1410,3.651973,,0.00149693,0.504012,4968.0,5779456
1411,3.447308,,0.00149513,0.475419,4969.6,5783552
1412,3.488024,,0.00149334,0.433758,4971.1,5787648
1413,3.359570,,0.00149155,0.505617,4972.5,5791744
1414,3.428098,,0.00148976,0.444964,4974.0,5795840
1415,3.474319,,0.00148796,0.465819,4975.4,5799936
1416,3.542697,,0.00148617,0.453616,4977.0,5804032
1417,3.606529,,0.00148438,0.466068,4978.5,5808128
1418,3.532991,,0.00148259,0.449372,4980.1,5812224
1419,3.508794,,0.00148080,0.455782,4981.7,5816320
1420,3.473987,,0.00147901,0.478589,4983.3,5820416
1421,3.523562,,0.00147722,0.452382,4984.9,5824512
1422,3.546750,,0.00147543,0.458521,4986.3,5828608
1423,3.567559,,0.00147364,0.452139,4987.9,5832704
1424,3.445187,,0.00147185,0.457624,4989.4,5836800
1425,3.455273,,0.00147006,0.454229,4990.9,5840896
1426,3.425235,,0.00146827,0.438887,4992.4,5844992
1427,3.404517,,0.00146649,0.511375,4993.9,5849088
1428,3.381332,,0.00146470,0.458985,4995.4,5853184
1429,3.507385,,0.00146291,0.467124,4996.9,5857280
1430,3.526774,,0.00146112,0.462726,4998.4,5861376
1431,3.504888,,0.00145934,0.453010,4999.9,5865472
1432,3.551918,,0.00145755,0.454519,5001.6,5869568
1433,3.483039,,0.00145576,0.476232,5003.3,5873664
1434,3.431047,,0.00145398,0.429346,5005.0,5877760
1435,3.420914,,0.00145219,0.456157,5006.7,5881856
1436,3.399982,,0.00145041,0.464962,5008.5,5885952
1437,3.491028,,0.00144862,0.463799,5011.1,5890048
1438,3.397318,,0.00144684,0.445679,5014.1,5894144
1439,3.508890,,0.00144505,0.472410,5016.2,5898240
1440,3.482474,,0.00144327,0.474021,5018.1,5902336
1441,3.508767,,0.00144149,0.466223,5020.1,5906432
1442,3.528615,,0.00143970,0.434635,5021.9,5910528
1443,3.444386,,0.00143792,0.452546,5023.7,5914624
1444,3.495317,,0.00143614,0.442127,5025.4,5918720
1445,3.474898,,0.00143436,0.462941,5027.2,5922816
1446,3.513121,,0.00143258,0.461446,5028.9,5926912
1447,3.519197,,0.00143080,0.451765,5030.7,5931008
1448,3.578443,,0.00142902,0.449048,5032.5,5935104
1449,3.393100,,0.00142724,0.454590,5034.2,5939200
1450,3.485217,3.718688,0.00142546,0.451286,5046.8,5943296
1451,3.651280,,0.00142368,0.438024,5048.7,5947392
1452,3.533936,,0.00142190,0.456992,5050.4,5951488
1453,3.579720,,0.00142012,0.448594,5052.2,5955584
1454,3.610800,,0.00141834,0.460792,5053.9,5959680
1455,3.524903,,0.00141656,0.494978,5055.6,5963776
1456,3.658237,,0.00141479,0.509657,5057.4,5967872
1457,3.499953,,0.00141301,0.480921,5059.2,5971968
1458,3.413600,,0.00141123,0.433933,5061.0,5976064
1459,3.531540,,0.00140946,0.490843,5062.9,5980160
1460,3.510190,,0.00140768,0.469185,5064.8,5984256
1461,3.399718,,0.00140590,0.502641,5066.9,5988352
1462,3.477587,,0.00140413,0.456687,5068.6,5992448
1463,3.403662,,0.00140236,0.442887,5070.3,5996544
1464,3.501806,,0.00140058,0.477087,5072.0,6000640
1465,3.498808,,0.00139881,0.473397,5073.7,6004736
1466,3.453904,,0.00139704,0.474637,5075.4,6008832
1467,3.466642,,0.00139526,0.473780,5077.0,6012928
1468,3.517003,,0.00139349,0.472204,5078.8,6017024
1469,3.345178,,0.00139172,0.480665,5080.5,6021120
1470,3.503641,,0.00138995,0.474347,5082.2,6025216
1471,3.478359,,0.00138818,0.476504,5083.9,6029312
1472,3.436572,,0.00138641,0.478107,5085.6,6033408
1473,3.449714,,0.00138464,0.451507,5087.5,6037504
1474,3.515195,,0.00138287,0.453281,5089.5,6041600
1475,3.541996,,0.00138110,0.479429,5091.2,6045696
1476,3.490826,,0.00137933,0.446403,5093.0,6049792
1477,3.479623,,0.00137756,0.474140,5094.8,6053888
1478,3.582543,,0.00137580,0.467941,5096.8,6057984
1479,3.531842,,0.00137403,0.473269,5098.8,6062080
1480,3.473068,,0.00137226,0.479030,5100.4,6066176
1481,3.525184,,0.00137050,0.465627,5102.1,6070272
1482,3.367672,,0.00136873,0.500015,5103.9,6074368
1483,3.460753,,0.00136697,0.430916,5105.5,6078464
1484,3.401851,,0.00136520,0.469263,5107.1,6082560
1485,3.530681,,0.00136344,0.491219,5108.8,6086656
1486,3.544003,,0.00136167,0.437969,5110.4,6090752
1487,3.443097,,0.00135991,0.454492,5112.1,6094848
1488,3.456114,,0.00135815,0.498013,5114.2,6098944
1489,3.481040,,0.00135639,0.481612,5115.9,6103040
1490,3.486522,,0.00135463,0.463572,5118.0,6107136
1491,3.526871,,0.00135287,0.439918,5119.7,6111232
