step,train_loss,val_loss,lr,grad_norm,elapsed_s,tokens
516,3.934634,,0.00284160,0.425614,1112.7,2117632
517,3.929655,,0.00284075,0.447073,1114.7,2121728
518,3.937621,,0.00283990,0.404151,1116.8,2125824
519,3.857988,,0.00283905,0.436590,1119.0,2129920
520,3.895024,,0.00283819,0.415878,1120.8,2134016
521,3.945637,,0.00283733,0.429094,1122.8,2138112
522,3.934862,,0.00283647,0.463724,1124.7,2142208
523,3.957800,,0.00283561,0.426685,1126.7,2146304
524,4.028020,,0.00283475,0.433357,1128.7,2150400
525,3.945240,,0.00283388,0.452676,1130.7,2154496
526,3.890070,,0.00283301,0.439642,1132.6,2158592
527,3.888947,,0.00283214,0.423454,1134.6,2162688
528,3.999405,,0.00283127,0.433241,1136.7,2166784
529,3.955711,,0.00283040,0.534248,1138.7,2170880
530,4.042053,,0.00282952,0.478987,1140.6,2174976
531,3.832046,,0.00282864,0.449881,1142.6,2179072
532,3.921206,,0.00282776,0.482273,1144.5,2183168
533,3.878053,,0.00282688,0.407473,1146.4,2187264
534,3.852767,,0.00282599,0.508372,1148.4,2191360
535,3.906450,,0.00282510,0.456565,1150.3,2195456
536,3.877468,,0.00282421,0.466984,1152.2,2199552
537,3.945521,,0.00282332,0.426564,1154.1,2203648
538,3.879184,,0.00282243,0.554372,1156.0,2207744
539,3.859811,,0.00282153,0.459105,1157.8,2211840
540,3.882692,,0.00282064,0.456139,1159.8,2215936
541,3.934079,,0.00281974,0.509347,1161.8,2220032
542,3.847322,,0.00281883,0.431939,1163.9,2224128
543,3.838039,,0.00281793,0.526253,1165.8,2228224
544,3.913309,,0.00281702,0.445955,1167.6,2232320
545,3.885615,,0.00281611,0.475394,1169.6,2236416
546,3.937978,,0.00281520,0.504600,1171.4,2240512
547,3.845377,,0.00281429,0.454402,1173.5,2244608
548,3.992782,,0.00281338,0.450099,1175.5,2248704
549,4.008094,,0.00281246,0.421691,1177.4,2252800
550,3.866850,4.054364,0.00281154,0.458630,1191.4,2256896
551,3.850147,,0.00281062,0.427448,1193.3,2260992
552,3.913648,,0.00280970,0.431194,1195.2,2265088
553,3.942760,,0.00280877,0.441635,1197.0,2269184
554,3.873609,,0.00280785,0.435814,1199.0,2273280
555,3.850932,,0.00280692,0.405792,1201.0,2277376
556,3.832422,,0.00280599,0.441966,1202.8,2281472
557,3.932320,,0.00280505,0.451924,1204.8,2285568
558,3.775433,,0.00280412,0.514988,1206.8,2289664
559,3.886088,,0.00280318,0.422215,1208.8,2293760
560,3.913933,,0.00280224,0.451292,1211.1,2297856
561,3.915660,,0.00280130,0.424193,1213.0,2301952
562,3.824717,,0.00280036,0.444131,1215.1,2306048
563,3.925662,,0.00279941,0.431819,1217.0,2310144
564,3.918257,,0.00279846,0.419644,1219.0,2314240
565,3.841270,,0.00279751,0.479444,1221.0,2318336
566,3.861976,,0.00279656,0.432830,1222.9,2322432
567,3.943198,,0.00279561,0.431721,1224.8,2326528
568,3.834137,,0.00279465,0.449037,1226.5,2330624
569,3.959363,,0.00279369,0.419931,1228.6,2334720
570,3.826483,,0.00279273,0.453984,1230.5,2338816
571,3.831425,,0.00279177,0.413535,1232.3,2342912
572,3.876380,,0.00279081,0.421746,1234.4,2347008
573,3.887107,,0.00278984,0.433640,1236.6,2351104
574,3.816182,,0.00278887,0.415467,1238.9,2355200
575,3.906264,,0.00278790,0.450218,1240.9,2359296
576,3.878506,,0.00278693,0.444580,1242.6,2363392
577,3.879431,,0.00278596,0.444773,1244.7,2367488
578,3.871783,,0.00278498,0.405112,1246.7,2371584
579,3.775379,,0.00278400,0.430219,1248.6,2375680
580,3.910194,,0.00278302,0.444956,1250.7,2379776
581,3.896556,,0.00278204,0.451679,1252.6,2383872
582,3.855917,,0.00278106,0.433848,1254.5,2387968
583,3.913288,,0.00278007,0.467344,1256.8,2392064
584,3.832537,,0.00277908,0.496972,1258.9,2396160
585,3.859579,,0.00277809,0.448772,1261.0,2400256
586,3.874721,,0.00277710,0.472225,1263.2,2404352
587,3.832689,,0.00277611,0.440131,1265.1,2408448
588,3.844559,,0.00277511,0.455884,1267.0,2412544
589,3.797337,,0.00277411,0.445110,1269.0,2416640
590,3.799455,,0.00277311,0.453397,1271.1,2420736
591,3.892249,,0.00277211,0.529011,1272.9,2424832
592,3.863431,,0.00277110,0.448956,1274.9,2428928
593,3.870062,,0.00277010,0.477629,1277.0,2433024
594,3.759001,,0.00276909,0.449976,1278.6,2437120
595,3.815671,,0.00276808,0.422595,1280.0,2441216
596,3.855531,,0.00276707,0.508305,1281.5,2445312
597,3.761432,,0.00276605,0.451386,1282.9,2449408
598,3.928550,,0.00276503,0.446165,1284.4,2453504
599,3.833888,,0.00276402,0.443445,1286.1,2457600
600,3.877108,4.016718,0.00276300,0.419748,1301.0,2461696
601,3.852106,,0.00276197,0.443669,1302.8,2465792
602,3.858042,,0.00276095,0.426991,1304.6,2469888
603,3.876376,,0.00275992,0.474433,1306.6,2473984
604,3.966234,,0.00275889,0.444607,1309.0,2478080
605,3.834299,,0.00275786,0.499178,1311.3,2482176
606,3.885739,,0.00275683,0.468827,1313.2,2486272
607,3.838842,,0.00275580,0.436454,1314.9,2490368
608,3.847065,,0.00275476,0.444742,1316.7,2494464
609,3.870092,,0.00275372,0.507254,1319.1,2498560
610,3.837277,,0.00275268,0.430453,1320.9,2502656
611,3.813490,,0.00275164,0.437559,1322.6,2506752
612,3.824904,,0.00275060,0.491933,1324.5,2510848
613,3.821301,,0.00274955,0.454986,1326.0,2514944
614,3.929971,,0.00274850,0.435176,1328.2,2519040
615,3.890984,,0.00274745,0.447471,1329.9,2523136
616,3.938549,,0.00274640,0.420113,1331.7,2527232
617,3.825284,,0.00274535,0.453068,1333.7,2531328
618,3.794054,,0.00274429,0.499566,1335.2,2535424
619,3.818074,,0.00274323,0.447538,1336.8,2539520
620,3.885871,,0.00274217,0.467571,1338.3,2543616
621,3.726189,,0.00274111,0.455224,1339.9,2547712
622,3.874549,,0.00274005,0.435264,1341.4,2551808
623,3.865674,,0.00273898,0.476769,1342.9,2555904
624,3.827508,,0.00273791,0.479655,1344.4,2560000
625,3.934437,,0.00273684,0.467074,1346.0,2564096
626,3.969239,,0.00273577,0.497268,1347.6,2568192
627,3.847179,,0.00273470,0.479350,1349.1,2572288
628,3.904474,,0.00273362,0.434420,1350.5,2576384
629,3.790784,,0.00273255,0.479132,1351.9,2580480
630,3.921901,,0.00273147,0.436279,1353.3,2584576
631,3.870630,,0.00273039,0.450094,1354.7,2588672
632,3.786250,,0.00272930,0.451643,1356.1,2592768
633,3.909625,,0.00272822,0.478587,1357.5,2596864
634,3.903036,,0.00272713,0.428430,1358.9,2600960
635,3.935106,,0.00272604,0.430737,1360.5,2605056
636,3.851147,,0.00272495,0.441200,1362.2,2609152
637,3.823385,,0.00272386,0.428373,1363.7,2613248
638,3.732880,,0.00272276,0.503376,1365.2,2617344
639,3.790043,,0.00272167,0.444633,1366.6,2621440
640,3.878351,,0.00272057,0.470450,1368.1,2625536
641,3.859465,,0.00271947,0.417304,1369.4,2629632
642,3.924767,,0.00271837,0.430479,1370.9,2633728
643,3.838599,,0.00271726,0.462201,1372.4,2637824
644,3.839966,,0.00271616,0.435580,1374.1,2641920
645,3.879485,,0.00271505,0.459628,1375.4,2646016
646,3.838414,,0.00271394,0.449531,1377.0,2650112
647,3.670776,,0.00271283,0.451326,1378.7,2654208
648,3.813911,,0.00271171,0.428331,1380.3,2658304
649,3.961207,,0.00271060,0.420513,1381.6,2662400
650,3.654675,3.990669,0.00270948,0.448726,1393.7,2666496
651,3.872127,,0.00270836,0.433754,1396.0,2670592
652,3.786018,,0.00270724,0.466227,1398.8,2674688
653,3.890109,,0.00270612,0.466175,1401.1,2678784
654,3.953537,,0.00270499,0.399713,1403.4,2682880
655,3.796957,,0.00270386,0.419812,1405.5,2686976
656,3.752107,,0.00270273,0.421770,1407.8,2691072
657,3.833260,,0.00270160,0.446448,1410.2,2695168
658,3.981961,,0.00270047,0.406326,1412.1,2699264
659,3.698381,,0.00269934,0.488610,1414.4,2703360
660,3.775705,,0.00269820,0.405707,1416.5,2707456
661,3.758759,,0.00269706,0.403348,1418.5,2711552
662,3.905669,,0.00269592,0.481629,1420.6,2715648
663,3.830778,,0.00269478,0.418058,1422.7,2719744
664,3.842058,,0.00269364,0.435173,1425.1,2723840
665,3.875494,,0.00269249,0.445467,1427.2,2727936
666,3.842980,,0.00269134,0.470999,1429.3,2732032
667,3.890685,,0.00269019,0.437631,1431.4,2736128
668,3.780616,,0.00268904,0.454831,1433.3,2740224
669,3.896590,,0.00268789,0.423622,1435.2,2744320
670,3.772991,,0.00268673,0.484171,1437.1,2748416
671,3.853515,,0.00268558,0.443416,1439.2,2752512
672,3.796294,,0.00268442,0.508789,1441.4,2756608
673,3.866684,,0.00268326,0.435369,1443.3,2760704
674,3.778718,,0.00268209,0.474320,1445.2,2764800
675,3.783996,,0.00268093,0.445668,1447.2,2768896
676,3.914456,,0.00267976,0.446558,1449.2,2772992
677,3.781122,,0.00267860,0.445528,1451.3,2777088
678,3.689768,,0.00267743,0.440317,1453.2,2781184
679,3.837512,,0.00267625,0.495089,1455.2,2785280
680,3.770560,,0.00267508,0.438043,1457.1,2789376
681,3.827271,,0.00267391,0.418414,1459.0,2793472
682,3.808970,,0.00267273,0.476831,1460.9,2797568
683,3.753729,,0.00267155,0.409044,1462.9,2801664
684,3.795366,,0.00267037,0.427987,1465.1,2805760
685,3.783468,,0.00266919,0.448980,1466.9,2809856
686,3.865943,,0.00266800,0.453379,1468.9,2813952
687,3.752986,,0.00266682,0.416041,1470.8,2818048
688,3.842470,,0.00266563,0.463873,1472.6,2822144
689,3.853534,,0.00266444,0.414794,1474.5,2826240
690,3.847852,,0.00266325,0.460074,1476.4,2830336
691,3.877551,,0.00266205,0.429115,1478.3,2834432
692,3.815538,,0.00266086,0.452731,1480.1,2838528
693,3.754696,,0.00265966,0.447855,1481.9,2842624
694,3.762400,,0.00265846,0.428349,1483.7,2846720
695,3.809124,,0.00265726,0.434316,1485.6,2850816
696,3.861760,,0.00265606,0.450044,1487.6,2854912
697,3.713603,,0.00265485,0.433511,1489.5,2859008
698,3.754889,,0.00265365,0.431634,1491.4,2863104
699,3.816412,,0.00265244,0.430807,1493.2,2867200
700,3.809008,3.963980,0.00265123,0.463545,1507.9,2871296
701,3.790524,,0.00265002,0.411992,1509.8,2875392
702,3.870960,,0.00264881,0.492807,1511.6,2879488
703,3.863503,,0.00264759,0.469929,1513.4,2883584
704,3.801929,,0.00264637,0.482529,1515.3,2887680
705,3.717051,,0.00264516,0.460618,1517.3,2891776
706,3.709694,,0.00264393,0.448281,1519.3,2895872
707,3.731026,,0.00264271,0.452990,1521.2,2899968
708,3.811575,,0.00264149,0.430792,1523.2,2904064
709,3.706258,,0.00264026,0.427444,1525.1,2908160
710,3.818322,,0.00263904,0.471035,1526.9,2912256
711,3.814266,,0.00263781,0.421855,1528.8,2916352
712,3.763607,,0.00263657,0.490636,1531.0,2920448
713,3.806675,,0.00263534,0.432081,1532.9,2924544
714,3.755809,,0.00263411,0.468116,1534.8,2928640
715,3.834864,,0.00263287,0.452633,1536.7,2932736
716,3.759991,,0.00263163,0.430335,1539.0,2936832
717,3.795227,,0.00263039,0.427213,1540.8,2940928
718,3.719323,,0.00262915,0.448837,1542.6,2945024
719,3.845301,,0.00262791,0.411108,1544.4,2949120
720,3.849812,,0.00262666,0.402644,1546.3,2953216
721,3.633951,,0.00262542,0.420559,1548.2,2957312
722,3.789459,,0.00262417,0.403403,1550.0,2961408
723,3.684796,,0.00262292,0.430270,1551.9,2965504
724,3.684121,,0.00262167,0.437490,1553.8,2969600
725,3.828783,,0.00262041,0.450938,1555.5,2973696
726,3.773854,,0.00261916,0.475512,1557.5,2977792
727,3.851741,,0.00261790,0.429939,1559.4,2981888
728,3.820631,,0.00261664,0.461216,1561.3,2985984
729,3.641134,,0.00261538,0.466028,1563.6,2990080
730,3.787045,,0.00261412,0.454530,1567.8,2994176
731,3.706314,,0.00261285,0.450270,1575.1,2998272
732,3.755465,,0.00261159,0.423021,1583.4,3002368
733,3.730737,,0.00261032,0.497513,1586.0,3006464
734,3.820959,,0.00260905,0.456719,1591.3,3010560
735,3.786685,,0.00260778,0.429240,1599.7,3014656
736,3.827456,,0.00260651,0.433369,1606.9,3018752
737,3.618688,,0.00260523,0.458455,1612.5,3022848
738,3.688200,,0.00260396,0.450759,1615.2,3026944
739,3.767771,,0.00260268,0.437175,1618.2,3031040
740,3.790842,,0.00260140,0.464755,1620.7,3035136
741,3.726693,,0.00260012,0.439618,1623.2,3039232
742,3.829122,,0.00259883,0.455017,1625.6,3043328
743,3.721989,,0.00259755,0.429210,1627.7,3047424
744,3.843901,,0.00259626,0.429873,1680.4,3051520
745,3.799615,,0.00259498,0.425120,1684.2,3055616
746,3.802200,,0.00259369,0.411233,1687.6,3059712
747,3.756838,,0.00259239,0.461681,1690.4,3063808
748,3.795661,,0.00259110,0.437352,1692.4,3067904
749,3.728465,,0.00258981,0.443187,1694.8,3072000
750,3.762318,3.928465,0.00258851,0.471427,1709.8,3076096
751,3.719277,,0.00258721,0.456102,1716.9,3080192
752,3.654639,,0.00258591,0.481068,1719.1,3084288
753,3.700025,,0.00258461,0.464685,1721.0,3088384
754,3.749798,,0.00258331,0.433358,1722.9,3092480
755,3.799758,,0.00258200,0.460173,1724.7,3096576
756,3.755115,,0.00258070,0.465578,1726.8,3100672
757,3.650269,,0.00257939,0.460704,1728.6,3104768
758,3.611657,,0.00257808,0.434641,1730.6,3108864
759,3.720680,,0.00257677,0.492706,1732.7,3112960
760,3.799193,,0.00257545,0.446773,1734.5,3117056
761,3.773188,,0.00257414,0.507983,1736.8,3121152
762,3.824889,,0.00257282,0.460109,1738.9,3125248
763,3.791265,,0.00257150,0.445658,1741.3,3129344
764,3.677214,,0.00257018,0.461026,1744.0,3133440
765,3.711657,,0.00256886,0.429714,1746.5,3137536
766,3.803983,,0.00256754,0.456199,1748.5,3141632
767,3.723102,,0.00256622,0.431584,1751.0,3145728
768,3.791379,,0.00256489,0.441525,1752.8,3149824
769,3.763603,,0.00256356,0.430593,1754.7,3153920
770,3.725743,,0.00256223,0.425462,1756.5,3158016
771,3.790719,,0.00256090,0.456191,1759.0,3162112
772,3.680645,,0.00255957,0.517765,1760.9,3166208
773,3.708480,,0.00255823,0.467455,1763.2,3170304
774,3.841638,,0.00255690,0.496843,1765.6,3174400
775,3.718814,,0.00255556,0.462571,1767.8,3178496
776,3.811065,,0.00255422,0.462022,1769.9,3182592
777,3.788416,,0.00255288,0.443804,1772.1,3186688
778,3.700828,,0.00255154,0.441971,1774.2,3190784
779,3.731872,,0.00255019,0.439309,1776.4,3194880
780,3.743613,,0.00254885,0.429218,1778.4,3198976
781,3.809594,,0.00254750,0.471269,1780.4,3203072
782,3.734435,,0.00254615,0.431821,1782.4,3207168
783,3.704099,,0.00254480,0.438065,1784.4,3211264
784,3.632366,,0.00254345,0.421524,1786.2,3215360
785,3.715017,,0.00254209,0.429729,1788.1,3219456
786,3.758530,,0.00254074,0.445886,1789.9,3223552
787,3.753153,,0.00253938,0.440166,1791.9,3227648
788,3.777666,,0.00253802,0.424198,1793.9,3231744
789,3.679676,,0.00253666,0.451702,1796.3,3235840
790,3.718373,,0.00253530,0.433423,1799.0,3239936
791,3.684933,,0.00253394,0.442687,1801.8,3244032
792,3.642938,,0.00253257,0.423501,1804.3,3248128
793,3.767589,,0.00253121,0.454155,1806.6,3252224
794,3.748372,,0.00252984,0.463064,1809.0,3256320
795,3.733375,,0.00252847,0.430523,1811.0,3260416
796,3.670443,,0.00252710,0.531469,1812.9,3264512
797,3.764301,,0.00252573,0.430986,1814.7,3268608
798,3.652765,,0.00252435,0.438754,1816.8,3272704
799,3.771091,,0.00252298,0.459878,1818.7,3276800
800,3.743766,3.905397,0.00252160,0.461207,1834.6,3280896
801,3.775824,,0.00252022,0.435125,1836.8,3284992
802,3.782662,,0.00251884,0.428400,1838.9,3289088
803,3.832449,,0.00251746,0.446683,1840.6,3293184
804,3.821368,,0.00251607,0.443257,1842.7,3297280
805,3.803103,,0.00251469,0.454395,1844.6,3301376
806,3.749216,,0.00251330,0.441920,1846.6,3305472
807,3.791958,,0.00251191,0.431478,1848.7,3309568
808,3.721115,,0.00251052,0.453636,1850.9,3313664
809,3.728879,,0.00250913,0.456603,1852.8,3317760
810,3.742770,,0.00250774,0.459763,1854.7,3321856
811,3.776957,,0.00250634,0.471275,1856.6,3325952
812,3.698415,,0.00250495,0.435227,1858.7,3330048
813,3.738270,,0.00250355,0.466828,1860.8,3334144
814,3.640376,,0.00250215,0.426434,1863.6,3338240
815,3.766649,,0.00250075,0.428972,1865.8,3342336
816,3.690803,,0.00249935,0.421690,1867.9,3346432
817,3.665985,,0.00249795,0.440970,1869.9,3350528
818,3.600342,,0.00249654,0.452112,1872.4,3354624
819,3.854577,,0.00249513,0.420137,1874.5,3358720
820,3.800692,,0.00249373,0.445537,1876.3,3362816
821,3.711875,,0.00249232,0.478695,1878.3,3366912
822,3.671228,,0.00249090,0.451605,1880.1,3371008
823,3.667789,,0.00248949,0.450868,1881.9,3375104
824,3.669289,,0.00248808,0.468530,1883.7,3379200
825,3.749209,,0.00248666,0.457311,1885.9,3383296
826,3.735565,,0.00248525,0.445054,1888.0,3387392
827,3.811419,,0.00248383,0.431692,1890.1,3391488
828,3.689521,,0.00248241,0.451580,1892.1,3395584
829,3.824816,,0.00248098,0.516722,1894.2,3399680
830,3.711705,,0.00247956,0.446014,1896.2,3403776
831,3.680084,,0.00247814,0.415485,1898.1,3407872
832,3.562649,,0.00247671,0.482340,1900.1,3411968
833,3.733138,,0.00247528,0.413085,1902.1,3416064
834,3.721829,,0.00247385,0.443533,1904.2,3420160
835,3.796230,,0.00247242,0.470419,1906.2,3424256
836,3.762036,,0.00247099,0.463675,1908.5,3428352
837,3.827311,,0.00246956,0.463577,1910.3,3432448
838,3.677102,,0.00246812,0.455695,1912.1,3436544
839,3.809762,,0.00246669,0.433690,1914.1,3440640
840,3.755553,,0.00246525,0.505890,1916.0,3444736
841,3.646735,,0.00246381,0.431021,1917.9,3448832
842,3.712244,,0.00246237,0.457607,1919.8,3452928
843,3.707587,,0.00246093,0.454959,1922.0,3457024
844,3.677131,,0.00245948,0.423723,1924.5,3461120
845,3.857096,,0.00245804,0.434366,1926.4,3465216
846,3.771807,,0.00245659,0.474391,1928.3,3469312
847,3.721116,,0.00245515,0.433004,1930.3,3473408
848,3.789782,,0.00245370,0.479439,1932.3,3477504
849,3.611165,,0.00245224,0.473058,1934.2,3481600
850,3.701579,3.887800,0.00245079,0.446172,1948.1,3485696
851,3.745807,,0.00244934,0.457839,1950.2,3489792
852,3.701449,,0.00244788,0.470266,1952.2,3493888
853,3.694316,,0.00244643,0.456150,1954.2,3497984
854,3.707491,,0.00244497,0.458838,1956.3,3502080
855,3.832965,,0.00244351,0.469701,1958.4,3506176
856,3.781513,,0.00244205,0.468797,1960.2,3510272
857,3.602798,,0.00244059,0.442744,1962.1,3514368
858,3.610752,,0.00243912,0.442091,1963.9,3518464
859,3.583884,,0.00243766,0.456930,1965.9,3522560
860,3.775438,,0.00243619,0.454674,1967.7,3526656
861,3.771810,,0.00243472,0.521342,1969.5,3530752
862,3.747110,,0.00243326,0.441652,1971.3,3534848
863,3.810791,,0.00243178,0.436995,1973.7,3538944
864,3.692531,,0.00243031,0.475032,1975.8,3543040
865,3.728394,,0.00242884,0.416586,1978.1,3547136
866,3.623662,,0.00242736,0.428478,1980.1,3551232
867,3.840085,,0.00242589,0.450111,1982.3,3555328
868,3.724218,,0.00242441,0.459242,1984.2,3559424
869,3.657634,,0.00242293,0.459421,1986.2,3563520
870,3.781783,,0.00242145,0.424155,1988.3,3567616
871,3.734683,,0.00241997,0.467926,1990.2,3571712
872,3.703677,,0.00241849,0.477444,1992.1,3575808
873,3.652583,,0.00241700,0.417729,1993.9,3579904
874,3.716708,,0.00241552,0.432270,1995.7,3584000
875,3.770490,,0.00241403,0.476261,1997.7,3588096
876,3.717955,,0.00241254,0.435332,1999.6,3592192
877,3.725445,,0.00241105,0.468476,2001.6,3596288
878,3.745698,,0.00240956,0.450520,2003.7,3600384
879,3.653921,,0.00240807,0.459796,2006.0,3604480
880,3.827661,,0.00240657,0.427516,2007.9,3608576
881,3.781594,,0.00240508,0.446413,2010.0,3612672
882,3.799709,,0.00240358,0.439122,2012.1,3616768
883,3.691656,,0.00240208,0.462930,2014.2,3620864
884,3.722237,,0.00240058,0.433710,2016.3,3624960
885,3.820776,,0.00239908,0.446948,2018.3,3629056
886,3.776517,,0.00239758,0.401264,2020.3,3633152
887,3.700676,,0.00239608,0.483127,2022.2,3637248
888,3.786989,,0.00239457,0.430065,2024.0,3641344
889,3.810777,,0.00239307,0.491289,2025.7,3645440
890,3.564273,,0.00239156,0.454890,2027.5,3649536
891,3.694178,,0.00239005,0.529646,2029.4,3653632
892,3.734451,,0.00238854,0.432306,2031.5,3657728
893,3.636531,,0.00238703,0.465646,2033.3,3661824
894,3.824840,,0.00238551,0.475225,2035.3,3665920
895,3.622356,,0.00238400,0.445213,2037.5,3670016
896,3.788800,,0.00238249,0.430961,2039.6,3674112
897,3.729832,,0.00238097,0.454917,2041.7,3678208
898,3.707241,,0.00237945,0.439596,2043.9,3682304
899,3.737812,,0.00237793,0.441643,2046.9,3686400
900,3.733982,3.867117,0.00237641,0.428072,2093.4,3690496
901,3.625803,,0.00237489,0.424021,2095.4,3694592
902,3.800147,,0.00237337,0.483056,2097.7,3698688
903,3.665759,,0.00237184,0.443754,2099.8,3702784
904,3.670878,,0.00237032,0.458340,2102.2,3706880
905,3.689608,,0.00236879,0.442463,2104.3,3710976
906,3.665847,,0.00236726,0.453031,2106.4,3715072
907,3.690439,,0.00236573,0.440862,2108.7,3719168
908,3.675398,,0.00236420,0.434880,2110.6,3723264
909,3.837606,,0.00236267,0.448960,2112.7,3727360
910,3.666867,,0.00236113,0.469693,2115.0,3731456
911,3.761000,,0.00235960,0.435458,2117.0,3735552
912,3.671147,,0.00235806,0.425599,2118.9,3739648
913,3.700642,,0.00235653,0.471113,2121.2,3743744
914,3.702708,,0.00235499,0.434438,2123.4,3747840
915,3.727832,,0.00235345,0.488816,2125.6,3751936
916,3.661650,,0.00235191,0.419941,2127.3,3756032
917,3.628808,,0.00235037,0.453678,2129.3,3760128
918,3.712071,,0.00234882,0.466325,2131.3,3764224
919,3.674812,,0.00234728,0.479546,2133.5,3768320
920,3.793915,,0.00234573,0.484631,2135.7,3772416
921,3.497894,,0.00234418,0.430083,2137.6,3776512
922,3.676286,,0.00234264,0.420041,2139.9,3780608
923,3.642603,,0.00234109,0.441026,2141.9,3784704
924,3.750296,,0.00233953,0.446286,2144.1,3788800
925,3.812002,,0.00233798,0.446817,2146.3,3792896
926,3.584320,,0.00233643,0.418458,2148.1,3796992
927,3.634043,,0.00233487,0.435361,2149.9,3801088
928,3.711668,,0.00233332,0.467694,2151.8,3805184
929,3.662890,,0.00233176,0.464027,2153.8,3809280
930,3.667221,,0.00233020,0.437481,2155.8,3813376
931,3.710993,,0.00232864,0.475014,2157.7,3817472
932,3.724927,,0.00232708,0.428480,2159.4,3821568
933,3.683989,,0.00232552,0.443865,2161.9,3825664
934,3.627776,,0.00232396,0.465702,2164.2,3829760
935,3.718843,,0.00232239,0.416702,2166.4,3833856
936,3.721438,,0.00232083,0.449176,2168.8,3837952
937,3.650909,,0.00231926,0.452230,2170.9,3842048
938,3.729340,,0.00231769,0.428727,2173.1,3846144
939,3.667271,,0.00231612,0.517727,2175.4,3850240
940,3.715637,,0.00231455,0.425557,2177.4,3854336
941,3.624546,,0.00231298,0.444707,2179.4,3858432
942,3.663692,,0.00231141,0.425311,2181.2,3862528
943,3.777823,,0.00230984,0.474095,2183.2,3866624
944,3.702332,,0.00230826,0.480637,2185.2,3870720
945,3.523170,,0.00230668,0.450106,2187.3,3874816
946,3.673604,,0.00230511,0.471323,2189.3,3878912
947,3.747040,,0.00230353,0.452502,2191.6,3883008
948,3.644355,,0.00230195,0.434334,2194.1,3887104
949,3.646686,,0.00230037,0.426035,2196.1,3891200
950,3.707116,3.848538,0.00229879,0.444373,2211.3,3895296
951,3.604606,,0.00229720,0.467662,2213.4,3899392
952,3.644387,,0.00229562,0.454177,2215.4,3903488
953,3.747744,,0.00229403,0.424721,2217.5,3907584
954,3.749917,,0.00229245,0.489302,2219.6,3911680
955,3.633473,,0.00229086,0.436516,2221.6,3915776
956,3.666452,,0.00228927,0.440890,2223.9,3919872
957,3.677120,,0.00228768,0.445899,2226.0,3923968
958,3.768872,,0.00228609,0.430205,2228.1,3928064
959,3.661037,,0.00228449,0.477256,2230.4,3932160
960,3.761405,,0.00228290,0.421404,2232.5,3936256
961,3.665823,,0.00228131,0.472201,2234.9,3940352
962,3.575842,,0.00227971,0.482819,2236.9,3944448
963,3.646501,,0.00227811,0.447023,2238.8,3948544
964,3.644932,,0.00227652,0.459150,2240.9,3952640
965,3.628874,,0.00227492,0.467056,2242.9,3956736
966,3.554946,,0.00227332,0.436895,2245.0,3960832
967,3.611690,,0.00227171,0.465579,2246.9,3964928
968,3.696457,,0.00227011,0.457037,2248.9,3969024
969,3.622088,,0.00226851,0.476985,2251.0,3973120
970,3.654636,,0.00226690,0.461807,2253.2,3977216
971,3.572819,,0.00226530,0.430124,2255.6,3981312
972,3.685359,,0.00226369,0.422647,2257.9,3985408
973,3.672262,,0.00226208,0.446882,2260.2,3989504
974,3.681683,,0.00226047,0.444427,2262.3,3993600
975,3.666240,,0.00225886,0.424278,2264.6,3997696
976,3.572890,,0.00225725,0.437187,2266.5,4001792
977,3.599092,,0.00225564,0.443919,2268.5,4005888
978,3.701596,,0.00225403,0.410326,2270.4,4009984
979,3.770875,,0.00225241,0.446754,2272.4,4014080
980,3.657573,,0.00225080,0.455224,2273.9,4018176
981,3.646189,,0.00224918,0.435362,2275.7,4022272
982,3.710651,,0.00224756,0.410941,4145.8,4026368
983,3.629334,,0.00224594,0.455028,4150.0,4030464
984,3.718910,,0.00224432,0.472059,4155.2,4034560
985,3.549846,,0.00224270,0.436850,4159.7,4038656
986,3.636051,,0.00224108,0.442406,4164.0,4042752
987,3.608847,,0.00223946,0.447481,4165.9,4046848
988,3.656607,,0.00223783,0.474897,4167.8,4050944
989,3.464949,,0.00223621,0.454140,4169.8,4055040
990,3.687278,,0.00223458,0.439481,4171.3,4059136
991,3.569263,,0.00223295,0.479849,4173.0,4063232
992,3.686464,,0.00223133,0.441584,4174.7,4067328
993,3.623481,,0.00222970,0.435977,4176.2,4071424
994,3.666296,,0.00222807,0.427265,4177.6,4075520
995,3.683334,,0.00222643,0.442282,4179.6,4079616
996,3.770128,,0.00222480,0.446522,4181.8,4083712
997,3.695001,,0.00222317,0.454239,4183.4,4087808
998,3.759235,,0.00222153,0.463213,4185.4,4091904
999,3.539811,,0.00221990,0.492383,4188.0,4096000
1000,3.753229,3.828415,0.00221826,0.468814,4201.3,4100096
1001,3.684185,,0.00221662,0.451546,4205.1,4104192
1002,3.593735,,0.00221499,0.409864,4206.5,4108288
1003,3.512289,,0.00221335,0.440115,4208.4,4112384
1004,3.665372,,0.00221171,0.463471,4210.0,4116480
1005,3.637887,,0.00221006,0.438631,4212.5,4120576
1006,3.522321,,0.00220842,0.429942,4214.6,4124672
1007,3.687265,,0.00220678,0.426978,4217.1,4128768
1008,3.600375,,0.00220513,0.447991,4218.7,4132864
1009,3.621489,,0.00220349,0.470982,4220.4,4136960
1010,3.633455,,0.00220184,0.480528,4221.9,4141056
1011,3.641866,,0.00220019,0.439932,4224.3,4145152
